qID,video,ood,clinical,primary,answer_format,latency,timed_out,correctness
11350,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_identification,fo_class,0.31024470611009747,False,False
11515,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_identification,fo_class,0.31024470611009747,False,False
11487,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_identification,fo_class,0.31024470611009747,False,False
12863,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_identification,fo_class,0.31024470611009747,False,False
13334,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_identification,fo_class,0.31024470611009747,False,True
13312,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_identification,fo_class,0.31024470611009747,False,False
30966,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_identification,fo_class,0.31024470611009747,False,False
30964,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_identification,fo_class,0.31024470611009747,False,False
5023651,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_attributes,open_ended,0.2526246463821735,False,False
5023653,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_attributes,open_ended,0.2526246463821735,False,True
27668,0000 - Laparoscopic Cholecystectomy.mp4,False,False,spatial_localization_camera,open_ended,0.2526246463821735,False,False
43378,0000 - Laparoscopic Cholecystectomy.mp4,False,False,spatial_localization_camera,multiple_choice,0.2526246463821735,False,True
43377,0000 - Laparoscopic Cholecystectomy.mp4,False,False,spatial_localization_camera,multiple_choice,0.2526246463821735,False,False
15976,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.2526246463821735,False,False
15979,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.2526246463821735,False,False
15997,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.2526246463821735,False,False
16121,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.23555175474029966,False,False
16155,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.23555175474029966,False,False
16113,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.23555175474029966,False,False
16466,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.23555175474029966,False,False
17550,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.23555175474029966,False,False
17554,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.23555175474029966,False,False
17571,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.23555175474029966,False,False
17679,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.23555175474029966,False,False
17721,0000 - Laparoscopic Cholecystectomy.mp4,False,False,object_aggregation,number,0.23162090111873113,False,False
